Region,Country/Area,Year,Series,Value,Footnotes,Source
356,India,2005,Primary energy production (petajoules),"16,632",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2010,Primary energy production (petajoules),"21,105",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2015,Primary energy production (petajoules),"21,875",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2017,Primary energy production (petajoules),"22,877",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2018,Primary energy production (petajoules),"23,978",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2019,Primary energy production (petajoules),"24,030",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,1995,Net imports [Imports - Exports - Bunkers] (petajoules),"2,010",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2000,Net imports [Imports - Exports - Bunkers] (petajoules),"3,890",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2005,Net imports [Imports - Exports - Bunkers] (petajoules),"4,689",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2010,Net imports [Imports - Exports - Bunkers] (petajoules),"6,558",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"13,296",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2017,Net imports [Imports - Exports - Bunkers] (petajoules),"14,421",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2018,Net imports [Imports - Exports - Bunkers] (petajoules),"15,427",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2019,Net imports [Imports - Exports - Bunkers] (petajoules),"16,161",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,1995,Changes in stocks (petajoules),-41,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2000,Changes in stocks (petajoules),-155,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2005,Changes in stocks (petajoules),194,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2010,Changes in stocks (petajoules),252,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2015,Changes in stocks (petajoules),48,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2017,Changes in stocks (petajoules),-252,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2018,Changes in stocks (petajoules),90,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2019,Changes in stocks (petajoules),-374,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,1995,Total supply (petajoules),"14,882",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2000,Total supply (petajoules),"18,356",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2005,Total supply (petajoules),"21,126",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2010,Total supply (petajoules),"27,410",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2015,Total supply (petajoules),"35,123",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2017,Total supply (petajoules),"37,550",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2018,Total supply (petajoules),"39,315",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2019,Total supply (petajoules),"40,566",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,1995,Supply per capita (gigajoules),15,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2000,Supply per capita (gigajoules),17,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2005,Supply per capita (gigajoules),19,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2010,Supply per capita (gigajoules),22,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2015,Supply per capita (gigajoules),27,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2017,Supply per capita (gigajoules),28,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2018,Supply per capita (gigajoules),29,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2019,Supply per capita (gigajoules),30,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,1995,Primary energy production (petajoules),"9,012",Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,2000,Primary energy production (petajoules),"9,014",Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,2005,Primary energy production (petajoules),"11,300",Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,2010,Primary energy production (petajoules),"16,605",Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,2015,Primary energy production (petajoules),"17,364",Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,2017,Primary energy production (petajoules),"18,253",Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,2018,Primary energy production (petajoules),"20,501",Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,2019,Primary energy production (petajoules),"21,267",Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),"-3,634",Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),"-3,577",Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),"-4,243",Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),"-8,531",Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"-8,658",Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,2017,Net imports [Imports - Exports - Bunkers] (petajoules),"-9,192",Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,2018,Net imports [Imports - Exports - Bunkers] (petajoules),"-10,103",Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,2019,Net imports [Imports - Exports - Bunkers] (petajoules),"-10,075",Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,1995,Changes in stocks (petajoules),159,Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,2000,Changes in stocks (petajoules),-444,Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,2005,Changes in stocks (petajoules),21,Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,2010,Changes in stocks (petajoules),2,Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,2015,Changes in stocks (petajoules),-2,Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,2017,Changes in stocks (petajoules),4,Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,2018,Changes in stocks (petajoules),76,Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,2019,Changes in stocks (petajoules),45,Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,1995,Total supply (petajoules),"5,220",Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
360,Indonesia,2000,Total supply (petajoules),"5,881",Data include Timor-Leste.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
